activity_id,enriched_keywords
45cbe4d6-2b12-53f3-90cc-cd8f5da3442c,"hoops, court, dribbling, shooting, defense, rebound, assist, layup, three-pointer, strategy"
c9537d01-0d7c-53fa-a9ed-54781075a22d,"Birdie, Par, Eagle, Fairway, Green, Tee, Bunker, Caddy, Stroke, Putter"
07131afc-bdd1-5040-9eef-f636dc56d11b,"strength, stability, balance, endurance, flexibility, posture, resistance, mobility, fitness, rehabilitation"
7308b549-abe5-5494-bd55-002c259040cc,"recovery, support, mindfulness, wellness, resilience, community, health, awareness, coping, transformation"
420439f2-d1c7-5ec4-a3cb-60bdf40e1376,"tricks, ollie, grind, deck, wheels, safety gear, skate park, ramps, balance, freestyle"
0f45c744-2957-54fc-82b7-6ea0dd9fd8a3,"Athletics, Competition, Spectators, Team, Fans, Venue, Championship, Tournament, Scoreboard, Event Management"
6d2a19e6-b3c6-5bf3-b12c-376608bd9162,"rehabilitation, mobility, recovery, strength, exercises, pain management, assessment, flexibility, wellness, functional movement"
8666c655-8971-53c4-81c9-31d4bb6288bd,"water sports, outdoor recreation, aquatic activities, physical fitness, balance skills, adrenaline rush, competition, summer activities, wave riding, equipment maintenance"
ae9673db-b72e-57cd-a542-74369fc86753,"discipline, technique, self-defense, combat, training, fitness, flexibility, strategy, competition, respect"
f04fa7df-b8bc-5307-ab80-7295850e1981,"Live music, ticket sales, performance venue, audience engagement, sound system, stage setup, artist lineup, promotional materials, merchandise sales, crowd management"
790cddb1-06a7-52fd-ad16-31894f77fe33,"ingredients, recipes, cuisine, preparation, baking, seasoning, technique, plating, nutrition, utensils"
7d522063-e3ba-5416-bf0c-51dfa16a9757,"aerial, adventure, flight, altitude, wind, harness, scenery, navigation, enjoyment, thrill"
8e705df7-86e6-53f4-992a-3eb62beecd13,"backcountry, snow conditions, avalanche safety, gear selection, trail navigation, mountain weather, fitness training, route planning, environmental awareness, ski technique"
80625daf-e32d-50d1-8bf7-440522bcfee9,"baseball, team sports, recreational games, outdoor activities, exercise, youth sports, fitness, competition, coordination, strategy"
f0bf16c1-8419-5a14-ae5b-dc9cc79f8f1e,"Wildlife, tracking, camouflage, conservation, firearms, archery, wilderness, habitat, ethics, regulations"
19d30981-bc86-545c-97e4-53d1a3db2313,"Vertical, Ascend, Grip, Rockface, Summit, Bouldering, Crux, Hold, Traverse, Belay"
